sgRNA	Gene	D0R1	D0R2	IVR1	IVR2	XENOR1	XENOR2	XENOR3	XENOR4	XENOR5
USP51_11926	USP51	199535.76680810162	179451.73739217466	397.43705664317713	741.4235961964031	0.0	7.789525881563414	40.401557463245084	0.0	63.7752527491231
GNRHR_4288	GNRHR	38275.64836538102	35820.18964910975	623.4536988996368	1054.2565200108854	0.0	68.54782775775804	312.29311985102953	1.4629529114154145	476.6360994934463
SIRT5_10038	SIRT5	381730.8513108135	421561.8696284315	352.82078440553835	353.0132993502874	1.2690778302086962	1.5579051763126828	0.0	0.0	0.0
TRMT12_11302	TRMT12	69101.29352628518	60819.38476823739	220.73313633358137	361.6233798222456	101.52622641669569	40.505534584129755	5.459669927465551	256.01675949769754	59.2997964158513
BRD8_1336	BRD8	181116.43373200236	158035.7764428539	253.60828429815734	212.38198497496964	3.8072334906260887	4.6737155289380485	0.0	1.4629529114154145	2.237728166635898
NOXO1_7529	NOXO1	24372.936863922292	28538.68191268097	162.61457118192033	64.09726573568904	0.0	3.1158103526253655	13.103207825917323	0.0	0.0
CD274_1964	CD274	31890.58426927416	34447.008116705794	182.57448244612715	208.5552825429882	1.2690778302086962	63.874112228819996	52.41283130366929	2.925905822830829	30.209330249584625
ABCC8_142	ABCC8	958010.080781431	1120021.9471172842	315.8362429453904	196.11849963904854	29.188790094800012	7.789525881563414	0.0	0.0	0.0
AURKC_1031	AURKC	83036.91301735878	68481.65670539175	339.31849149151606	409.45716022201356	3008.983535424819	2268.309936711266	1.0919339854931103	374.5159453223461	0.0
KDM1A_5846	KDM1A	14564.527737046614	13305.683473865849	294.1151630402241	430.50402359791144	7.6144669812521775	0.0	22.930613695355316	0.0	0.0
FCGR1A_3548	FCGR1A	2647.264942351534	2005.088078288966	398.6111690704834	489.8179112936237	32.9960235854261	23606.93713666608	18.562877753382875	8.777717468492487	63.7752527491231
MAPK3_6573	MAPK3	36546.150688955226	32787.03822886171	356.9301779011103	218.1220386229418	24.11247877396523	9.347431057876097	65.51603912958662	2.925905822830829	2.237728166635898
AAVS0027_27	AAVS	538.4112745321318	543.6016567805641	405.6558436343211	290.82938483058905	272.8517334948697	10.905336234188779	313.3850538365227	0.0	2.237728166635898
PRKAB1_8656	PRKAB1	44929.46104334263	45724.9196875586	275.91642041697673	584.5287964851642	381.99242689281755	1.5579051763126828	255.5125526053878	10.240670379907902	0.0
TRMT61A_11490	TRMT61A	182021.40344641122	162744.29034629453	509.56479345092725	720.3767328205051	0.0	1.5579051763126828	232.58193891003248	1.4629529114154145	924.1817328206259
CACNA1H_1668	CACNA1H	2468.0992211150356	2375.320503249797	257.7176777937293	135.84793633534093	98.9880707562783	0.0	366.88981912568505	2.925905822830829	0.0
RARB_9111	RARB	76137.2045281083	84229.90202008234	610.5384621992677	498.4279917655819	392.14504953448716	0.0	1932.7231543228052	2.925905822830829	30.209330249584625
LacZ:1627-1646_LacZ_-_6299	LacZ:1627-1646_LacZ_-	153909.75331791097	135946.59198118647	670.4181959918882	581.6587696611781	359.149025949061	51.41087081831853	25.114481666341536	905.5678521661416	123.0750491649744
PDE5A_8082	PDE5A	87298.49767248407	78818.18955019535	38.15865388745423	50.70380722375401	554.5870118012002	0.0	0.0	10.240670379907902	0.0
PRKCA_8668	PRKCA	6807.383296164321	8474.028807637407	271.2199707077516	168.37490700718314	0.0	0.0	0.0	0.0	0.0
CHRNB4_2388	CHRNB4	17805.050603288393	17481.12749629063	321.7068050819218	341.5331920543431	1.2690778302086962	70.10573293407073	38.217689492258856	2443.131362063742	0.0
CACNA1S_1683	CACNA1S	12083.630964414686	9813.99473955254	111.54068059409697	9.566756079953588	0.0	0.0	86.26278485395571	0.0	0.0
FBL_3522	FBL	25856.53872905922	24487.18878964133	417.98402412103707	324.3130311104266	161.17288443650443	0.0	6.551603912958662	1423.4531828071983	1.118864083317949
TRMT10A_11236	TRMT10A	18325.17966136782	19696.04095327731	300.5727813904087	198.03185085503927	16.49801179271305	23.36857764469024	14.195141811410434	178.48025519268057	27.971602082948728
BGLAP_1167	BGLAP	1122.5280901960234	725.8823911704701	332.8608731413315	498.4279917655819	1.2690778302086962	0.0	62.24023717310729	864.6051706465099	0.0
CPT1A_2518	CPT1A	64895.46963134063	69486.22608602945	305.2692310996338	471.64107474171186	0.0	0.0	64.4241051440935	261.8685711433592	0.0
YTHDF1_12328	YTHDF1	28499.233117297576	25786.647891692035	634.0207107453933	752.9037034923474	222.08862028652183	124.63241410501462	1.0919339854931103	1.4629529114154145	921.9440046539901
GSK3A_4412	GSK3A	32569.768610492116	32282.323128750995	396.26294421587085	643.8426841808764	13.95985613229566	0.0	24.022547680848426	1.4629529114154145	1.118864083317949
